order_id,customer_state,distance_km,seller_delay_d,freight_value,order_value
3504,RS,330.4,2,29.58,202.92
3505,SP,552.6,1,14.77,76.49
3506,RS,40.0,0,11.62,217.14
3507,RS,273.4,0,21.66,141.12
3508,RS,264.1,1,23.1,122.96
3509,RS,278.5,2,9.3,122.78
3510,RJ,120.1,1,15.5,185.53
3511,SP,500.6,2,12.06,142.1
3512,SP,125.4,4,4.37,110.47
3513,BA,239.6,1,14.01,118.76
3514,MG,358.2,1,24.69,252.15
3515,RJ,392.4,1,5.69,275.5
3516,SP,552.0,3,15.93,197.49
3517,RJ,123.1,3,7.03,46.55
3518,RS,156.6,0,5.52,115.14
3519,SP,382.1,0,25.42,26.96
3520,SP,341.1,4,4.21,89.48
3521,RJ,235.3,3,16.46,184.4
3522,RJ,33.5,3,35.24,66.26
3523,SP,238.8,0,11.26,165.04
3524,RJ,225.1,0,8.15,165.74
3525,MG,211.2,0,56.68,291.28
3526,SP,78.3,1,36.18,89.69
3527,RS,487.8,2,8.7,185.66
3528,MG,89.4,1,1.8,155.39
3529,RJ,320.7,2,21.07,95.28
3530,SP,163.1,2,5.56,225.84
3531,SP,473.1,2,56.49,58.66
3532,RS,147.9,0,5.01,57.33
3533,RJ,149.2,1,3.84,88.13
3534,BA,406.4,0,6.26,140.97
3535,SP,123.9,1,13.2,205.17
3536,RJ,357.1,0,18.67,326.02
3537,RJ,183.2,1,12.72,155.09
3538,RS,232.9,2,28.66,168.72
3539,RJ,435.6,0,2.93,153.51
3540,BA,396.4,0,27.08,267.79
3541,RS,178.5,2,27.8,99.31
3542,RJ,321.4,0,20.75,97.02
3543,RJ,330.7,1,12.79,232.48
3544,RS,371.4,1,9.76,64.36
3545,RS,172.5,0,23.0,79.77
3546,RS,612.9,0,20.53,75.72
3547,SP,154.4,3,14.07,136.25
3548,BA,98.4,3,18.21,173.83
3549,SP,200.4,1,8.69,212.64
3550,RJ,260.2,3,4.54,133.29
3551,MG,801.8,1,7.66,163.12
3552,RS,136.0,0,8.85,139.51
3553,BA,230.4,0,15.54,202.73
3554,RS,161.9,0,32.15,128.25
3555,RS,254.5,1,9.94,122.24
3556,RJ,208.8,0,19.95,279.05
3557,RS,474.8,2,21.6,251.05
3558,SP,139.4,2,12.07,231.03
3559,RJ,160.9,1,5.54,62.58
3560,RS,323.9,1,4.59,32.76
3561,SP,244.6,1,22.63,140.39
3562,BA,435.0,3,46.81,78.1
3563,RS,171.4,1,21.06,102.98
3564,RJ,405.4,1,8.34,113.13
3565,BA,176.3,2,5.53,61.33
3566,MG,145.0,5,14.98,96.05
3567,BA,388.8,2,23.56,105.31
3568,RJ,282.6,3,18.56,127.99
3569,SP,277.2,2,48.29,236.26
3570,RS,115.3,1,46.96,140.15
3571,SP,166.7,4,4.83,249.52
3572,RJ,285.4,1,41.36,134.54
3573,SP,159.9,3,25.54,340.31
3574,SP,122.1,2,9.15,60.33
3575,BA,158.3,2,25.58,140.36
3576,SP,233.0,1,36.15,63.26
3577,RJ,103.2,1,1.62,104.52
3578,RJ,393.2,2,4.1,299.32
3579,RJ,90.9,1,15.98,188.56
3580,RS,206.6,4,22.53,228.08
3581,SP,262.5,0,18.34,116.9
3582,RJ,164.0,0,19.69,205.19
3583,BA,228.6,5,23.44,181.07
3584,MG,63.3,3,16.09,143.52
3585,MG,170.6,1,19.14,304.09
3586,RS,333.4,1,17.73,128.98
3587,RJ,270.7,2,48.34,96.38
3588,SP,195.1,3,55.68,89.71
3589,RS,298.4,6,21.61,150.96
3590,RJ,189.6,1,8.03,69.45
3591,RJ,183.5,0,9.84,133.16
3592,RS,365.2,2,7.96,58.55
3593,BA,185.5,2,13.54,68.45
3594,SP,152.0,1,10.8,112.26
3595,RS,374.2,1,10.65,123.46
3596,RS,703.6,1,31.86,122.36
3597,SP,53.2,2,9.52,178.28
3598,RS,488.1,1,23.66,79.44
3599,SP,565.1,2,20.57,100.51
3600,SP,153.3,1,9.14,44.97
3601,BA,96.3,0,11.98,191.9
3602,MG,126.7,1,3.75,130.74
3603,MG,345.3,2,9.9,173.87
3604,MG,142.5,0,8.41,94.29
3605,RJ,69.5,1,18.6,143.2
3606,BA,71.5,4,4.81,143.49
3607,RJ,311.0,2,14.32,96.86
3608,RJ,237.6,1,12.53,36.63
3609,MG,239.0,0,5.89,230.51
3610,RJ,198.3,3,0.89,80.57
3611,SP,447.3,2,5.55,194.48
3612,RJ,196.9,1,10.41,178.72
3613,RS,245.6,1,8.17,68.34
3614,RJ,437.7,2,15.39,216.4
3615,RJ,317.1,2,20.93,82.73
3616,SP,92.5,2,7.01,148.94
3617,SP,549.5,2,39.54,19.43
3618,RS,137.0,2,14.52,176.43
3619,MG,106.6,4,10.24,226.57
3620,RS,307.9,3,50.75,188.44
3621,RS,86.9,3,14.17,210.28
3622,RJ,162.3,1,19.69,341.94
3623,MG,399.1,1,9.0,187.28
3624,BA,309.8,1,23.78,120.76
3625,BA,238.7,0,9.73,87.1
3626,MG,470.8,2,15.48,136.19
3627,SP,173.1,1,9.75,90.53
3628,RJ,121.8,1,9.56,201.84
3629,RJ,447.2,0,7.11,306.4
3630,RJ,508.7,3,7.42,148.55
3631,MG,251.5,0,28.51,381.05
3632,RS,313.8,3,6.98,39.61
3633,SP,340.2,1,7.89,108.94
3634,RJ,218.4,0,3.21,174.93
3635,RJ,47.8,2,1.98,43.37
3636,MG,337.7,0,9.37,80.45
3637,RS,191.1,0,9.24,90.66
3638,RS,280.7,1,7.49,66.92
3639,MG,229.6,1,16.77,69.79
3640,RJ,443.3,1,32.64,83.33
3641,RJ,302.4,2,10.54,88.29
3642,RS,238.8,4,6.22,189.73
3643,SP,46.6,1,10.46,134.94
3644,SP,180.1,1,22.18,69.18
3645,SP,530.0,0,11.61,140.92
3646,BA,623.7,0,3.81,224.83
3647,RS,374.5,0,1.49,122.97
3648,RS,259.5,2,18.51,132.43
3649,RJ,209.8,2,18.97,48.03
3650,RS,53.1,0,5.56,123.92
3651,SP,137.1,2,19.17,191.66
3652,RS,304.3,0,26.25,281.61
3653,MG,188.0,2,12.82,109.98
3654,BA,332.7,0,11.69,140.94
3655,SP,313.3,1,41.9,130.38
3656,RS,511.0,3,39.91,203.46
3657,RJ,460.1,2,49.11,54.29
3658,RJ,332.0,2,13.33,164.49
3659,RS,357.6,0,31.18,112.24
3660,MG,486.9,2,16.14,97.43
3661,SP,358.0,1,40.58,153.5
3662,RJ,149.4,1,5.04,99.14
3663,RJ,250.9,1,17.47,170.86
3664,SP,319.5,1,1.08,160.36
3665,MG,594.8,2,9.32,234.12
3666,MG,247.5,0,25.66,129.08
3667,BA,119.1,5,0.86,49.66
3668,BA,588.8,0,9.79,53.03
3669,SP,71.6,1,3.34,163.18
3670,BA,267.5,4,9.83,66.43
3671,RS,198.0,3,15.71,22.21
3672,SP,219.2,0,9.32,345.8
3673,BA,618.4,2,8.62,35.67
3674,RS,154.5,5,41.12,35.03
3675,RJ,97.4,2,8.34,72.8
3676,RJ,220.2,2,20.49,47.31
3677,MG,204.1,2,35.86,6.61
3678,RJ,311.4,1,12.89,148.17
3679,RJ,180.9,3,24.01,215.66
3680,RS,154.7,0,50.83,191.37
3681,BA,235.7,1,22.29,128.39
3682,RS,214.0,0,11.97,145.73
3683,BA,132.4,0,60.45,36.79
3684,BA,125.6,1,2.06,214.52
3685,BA,237.0,0,18.67,53.56
3686,RJ,379.4,0,24.48,193.96
3687,SP,253.6,2,7.67,50.92
3688,MG,146.5,2,25.49,31.09
3689,RS,149.3,1,17.3,19.31
3690,RS,157.3,1,9.07,342.44
3691,BA,178.5,0,0.68,87.23
3692,RJ,678.9,1,32.99,102.92
3693,RJ,332.4,0,42.43,173.68
3694,RS,197.2,0,15.4,245.34
3695,MG,95.0,0,21.91,94.5
3696,BA,463.2,4,21.21,101.22
3697,RJ,274.8,3,16.4,114.59
3698,MG,568.7,0,9.24,107.91
3699,BA,460.9,0,11.94,275.44
3700,RS,201.4,3,31.42,187.78
3701,SP,347.1,2,25.87,107.63
3702,RJ,52.3,1,38.4,181.29
3703,RJ,221.5,2,6.92,177.5
3704,BA,233.9,2,25.91,125.8
3705,BA,211.9,5,21.2,131.96
3706,BA,141.0,2,57.88,72.65
3707,BA,174.7,1,18.29,410.39
3708,RJ,76.5,2,59.73,43.58
3709,SP,483.9,2,17.7,102.98
3710,MG,93.4,1,8.52,46.6
3711,SP,132.2,2,29.37,145.97
3712,BA,755.8,0,13.0,58.6
3713,BA,169.4,2,7.1,260.41
3714,MG,474.9,1,10.16,73.78
3715,RS,473.2,2,8.87,260.89
3716,SP,154.4,2,8.37,80.52
3717,MG,222.0,2,13.2,111.72
3718,RS,88.5,1,10.24,69.52
3719,RJ,332.5,3,30.98,156.26
3720,RS,631.3,1,7.3,157.68
3721,SP,367.8,2,10.11,65.05
3722,SP,81.3,3,3.5,156.74
3723,RJ,759.2,1,24.4,149.3
3724,RS,221.3,0,9.85,115.34
3725,BA,436.4,2,3.24,87.5
3726,MG,256.9,2,3.59,69.64
3727,SP,234.6,1,5.78,307.15
3728,SP,495.5,1,1.36,171.47
3729,RS,630.6,1,29.39,102.38
3730,RS,329.1,1,35.4,341.26
3731,SP,490.2,2,19.95,98.18
3732,MG,130.3,0,26.56,100.11
3733,MG,217.2,1,19.84,115.74
3734,BA,204.5,0,27.28,87.06
3735,SP,145.3,2,18.34,253.81
3736,RS,388.6,0,18.25,153.1
3737,MG,189.3,1,15.34,46.36
3738,MG,164.8,1,17.24,75.12
3739,RJ,249.7,1,13.56,235.53
3740,SP,162.0,2,44.58,112.25
3741,RS,55.0,1,16.56,203.92
3742,RS,200.8,0,38.7,128.84
3743,RS,68.5,1,40.92,106.35
3744,BA,503.3,0,9.95,107.48
3745,MG,353.1,1,5.75,138.94
3746,RS,327.4,0,5.4,133.05
3747,SP,239.4,2,16.93,44.3
3748,RJ,150.1,2,13.4,346.71
3749,MG,453.5,0,7.5,34.64
3750,BA,219.7,1,6.31,49.3
3751,RJ,386.2,1,9.02,225.23
3752,RS,249.1,1,9.68,89.65
3753,RJ,322.7,0,26.94,148.33
3754,RJ,290.1,2,4.4,95.6
3755,RJ,119.8,2,4.15,68.69
3756,MG,119.9,0,3.16,147.54
3757,RS,254.8,2,12.84,159.92
3758,RJ,100.1,0,16.84,60.07
3759,MG,180.2,1,15.72,109.29
3760,SP,201.8,1,35.35,17.94
3761,MG,276.6,4,18.95,159.23
3762,RJ,215.0,0,4.93,218.84
3763,MG,417.2,3,27.03,176.12
3764,RJ,236.1,0,23.76,92.41
3765,RJ,81.7,1,1.89,154.67
3766,SP,165.9,2,2.6,268.95
3767,MG,76.9,1,19.36,87.53
3768,BA,290.4,0,30.08,33.32
3769,BA,556.9,3,12.15,298.06
3770,MG,189.2,0,6.0,138.11
3771,RS,342.5,2,26.17,172.27
3772,MG,500.5,4,2.36,182.17
3773,BA,207.9,3,16.71,460.98
3774,RJ,411.5,2,25.66,97.9
3775,BA,420.5,0,25.95,87.61
3776,RJ,362.8,0,26.34,117.67
3777,SP,365.2,2,26.58,242.91
3778,BA,310.3,5,4.58,254.77
3779,MG,73.9,4,29.83,348.21
3780,MG,105.7,2,10.79,197.54
3781,BA,169.8,2,6.78,179.1
3782,MG,154.9,0,15.35,48.16
3783,BA,433.1,2,12.52,417.42
3784,MG,380.5,3,35.44,82.02
3785,RS,265.5,2,33.33,119.14
3786,MG,346.5,3,4.98,153.65
3787,MG,220.2,2,11.39,213.01
3788,RS,199.0,0,18.78,280.72
3789,RS,178.2,1,21.0,240.44
3790,RJ,222.0,0,13.45,108.3
3791,RJ,130.0,4,41.56,55.36
3792,MG,201.7,0,5.39,98.6
3793,SP,455.9,3,35.01,122.41
3794,BA,46.1,3,29.78,186.33
3795,BA,180.5,2,1.97,88.74
3796,SP,873.8,2,3.77,212.6
3797,RJ,344.8,1,11.69,202.42
3798,RS,262.5,1,22.25,63.49
3799,SP,162.2,3,21.06,187.53
3800,MG,179.5,1,42.25,229.88
3801,BA,566.6,3,23.1,185.86
3802,RJ,467.6,0,29.59,25.11
3803,RJ,447.6,0,13.96,121.49
3804,BA,421.4,4,28.23,85.0
3805,MG,203.4,0,11.49,42.14
3806,RS,269.7,2,11.89,128.6
3807,SP,89.6,2,19.19,141.62
3808,BA,189.6,1,14.0,97.1
3809,RJ,36.1,4,10.73,136.43
3810,RS,162.8,1,11.94,92.32
3811,MG,70.6,0,13.23,169.13
3812,SP,305.7,0,14.87,19.58
3813,RS,516.1,0,19.59,63.63
3814,MG,439.8,0,18.29,69.43
3815,SP,93.3,0,75.7,203.44
3816,BA,63.0,1,54.4,107.84
3817,MG,217.7,0,6.82,310.14
3818,RS,277.2,2,5.49,184.95
3819,BA,169.2,2,13.5,183.71
3820,BA,295.6,3,10.79,125.81
3821,RJ,148.5,0,7.74,100.89
3822,BA,282.5,0,5.58,31.97
3823,SP,462.6,1,34.21,130.67
3824,RJ,272.3,1,23.31,238.73
3825,MG,250.3,2,10.07,165.35
3826,MG,209.2,1,37.26,110.33
3827,RJ,434.3,1,17.68,56.09
3828,MG,152.4,1,11.49,365.02
3829,RJ,240.1,3,13.8,156.28
3830,RS,175.2,0,9.37,111.58
3831,RS,196.8,1,40.14,113.32
3832,RS,220.3,1,26.95,113.05
3833,RJ,65.2,0,9.89,50.44
3834,BA,347.3,1,31.92,113.73
3835,RS,523.7,3,4.06,147.08
3836,RS,549.5,1,56.08,113.64
3837,RS,600.2,1,2.67,46.5
3838,SP,46.0,1,50.75,94.74
3839,SP,202.7,3,19.83,104.08
3840,BA,214.7,0,20.56,144.14
3841,RJ,347.6,0,7.52,135.44
3842,MG,207.0,1,20.88,92.27
3843,MG,251.8,2,6.95,88.09
3844,BA,127.0,0,4.65,186.0
3845,BA,449.4,2,9.08,109.43
3846,RJ,118.6,2,43.8,126.41
3847,BA,255.6,4,9.22,44.2
3848,MG,727.3,1,12.99,116.63
3849,MG,278.3,2,28.59,179.81
3850,RS,202.9,1,9.05,101.85
3851,RJ,463.4,2,15.2,49.19
3852,SP,398.6,1,8.02,139.27
3853,BA,227.7,0,13.33,164.41
3854,RJ,246.4,0,19.23,69.74
3855,RJ,317.7,0,5.77,26.87
3856,MG,572.9,1,41.36,61.59
3857,RS,189.7,5,32.17,292.72
3858,RS,338.3,0,4.42,50.49
3859,BA,163.1,2,34.01,157.68
3860,RJ,47.1,0,19.16,56.79
3861,RS,75.1,1,25.56,50.09
3862,RS,314.9,0,5.95,88.24
3863,SP,127.5,1,5.75,201.97
3864,RJ,216.7,2,23.98,35.4
3865,SP,423.6,0,30.89,213.65
3866,RJ,129.8,3,29.95,99.54
3867,BA,222.6,2,23.79,73.58
3868,MG,209.0,1,6.67,67.02
3869,SP,101.3,1,3.88,79.83
3870,BA,243.0,1,5.34,123.12
3871,MG,338.5,1,11.49,119.15
3872,RS,80.2,1,17.73,81.81
3873,RJ,184.0,0,14.8,134.8
3874,RS,295.9,4,3.04,31.39
3875,BA,338.2,2,12.09,298.39
3876,RJ,288.3,1,28.82,143.39
3877,RJ,735.2,1,1.74,180.36
3878,BA,369.8,2,42.4,131.07
3879,BA,388.9,4,21.91,196.45
3880,BA,191.0,4,6.02,182.84
3881,MG,325.6,2,18.59,236.37
3882,RJ,396.0,0,1.1,329.38
3883,MG,257.0,4,5.71,121.84
3884,BA,195.3,4,5.98,171.01
3885,RJ,475.6,3,6.79,89.53
3886,RS,180.8,3,18.0,29.44
3887,SP,143.3,2,10.74,118.2
3888,MG,281.8,1,7.06,103.87
3889,RJ,327.8,3,8.18,143.75
3890,RS,227.8,2,52.75,105.6
3891,SP,163.0,1,14.72,74.92
3892,SP,311.5,3,11.81,190.58
3893,BA,187.8,1,46.28,74.01
3894,SP,181.3,0,14.57,239.33
3895,RS,200.5,1,13.54,85.29
3896,BA,79.1,0,5.13,202.7
3897,RS,140.6,1,26.45,113.43
3898,RJ,108.8,0,8.59,198.75
3899,BA,360.7,1,3.63,28.51
3900,MG,330.0,1,40.0,225.71
3901,MG,69.5,1,21.65,177.02
3902,MG,126.5,1,10.2,214.26
3903,SP,228.6,1,13.72,267.31
3904,SP,607.9,2,14.34,86.06
3905,SP,257.7,1,13.56,137.15
3906,BA,207.5,2,17.69,71.83
3907,RJ,393.3,2,10.16,212.42
3908,BA,253.6,2,13.77,103.32
3909,BA,195.8,2,3.33,111.79
3910,SP,71.0,1,7.82,193.55
3911,RJ,391.9,2,45.55,105.16
3912,RJ,517.8,3,31.18,89.0
3913,SP,251.7,1,20.89,93.79
3914,RS,299.2,0,3.67,73.6
3915,RJ,137.4,1,26.35,93.73
3916,RS,366.5,1,42.36,45.1
3917,RS,211.9,2,19.24,102.79
3918,RS,166.3,0,10.31,118.36
3919,BA,538.8,1,10.48,83.15
3920,MG,324.5,2,13.62,157.14
3921,MG,432.6,0,5.71,100.23
3922,RJ,319.2,1,30.25,350.26
3923,BA,108.2,1,10.57,207.68
3924,MG,63.7,2,8.59,103.22
3925,RS,141.0,1,38.59,116.21
3926,SP,330.6,0,8.67,130.78
3927,RJ,202.3,4,12.75,59.43
3928,MG,211.9,3,9.75,73.26
3929,RJ,266.5,3,18.27,208.76
3930,RJ,182.1,0,21.01,84.59
3931,MG,175.0,0,20.83,94.67
3932,SP,187.4,0,23.42,189.76
3933,BA,210.7,0,28.87,225.39
3934,RJ,105.9,1,12.22,77.51
3935,BA,324.5,0,31.59,128.45
3936,SP,222.4,0,14.58,98.05
3937,BA,256.2,0,1.49,157.85
3938,MG,169.2,3,6.74,45.96
3939,RS,397.7,2,3.6,152.58
3940,BA,72.3,2,11.93,134.9
3941,RS,181.5,3,19.3,75.28
3942,BA,409.3,1,7.02,129.66
3943,SP,279.1,0,19.09,151.11
3944,RS,270.2,2,21.07,212.37
3945,RJ,118.1,0,42.52,171.99
3946,RS,99.7,2,13.14,74.63
3947,MG,260.9,1,3.77,159.27
3948,BA,244.1,3,15.14,97.98
3949,SP,465.2,2,6.25,171.07
3950,RS,152.4,0,7.68,101.43
3951,BA,191.8,2,19.88,329.95
3952,MG,175.7,1,8.68,146.45
3953,MG,171.0,0,21.41,249.85
3954,BA,211.6,0,39.02,176.99
3955,SP,248.2,0,20.27,61.98
3956,RJ,529.8,2,6.71,121.59
3957,SP,232.2,2,31.33,95.93
3958,MG,311.6,3,10.22,79.49
3959,RJ,485.3,1,12.34,81.9
3960,RS,234.2,2,28.67,179.18
3961,RS,177.6,1,4.15,103.56
3962,MG,490.4,4,18.33,119.21
3963,BA,179.6,1,17.72,186.47
3964,MG,213.8,1,22.59,54.04
3965,MG,214.6,0,14.69,254.77
3966,BA,264.7,2,17.61,118.89
3967,RJ,509.3,0,23.64,137.21
3968,RJ,580.2,2,26.52,257.2
3969,SP,356.5,4,1.73,13.8
3970,RS,202.4,0,28.25,141.12
3971,BA,569.4,2,8.83,40.74
3972,SP,144.5,1,21.82,209.89
3973,RS,254.9,1,21.6,118.95
3974,RJ,587.4,2,27.99,50.93
3975,RS,282.8,1,24.2,215.76
3976,SP,96.0,1,85.24,44.56
3977,SP,265.9,1,20.19,196.0
3978,RJ,282.9,1,13.26,79.16
3979,RS,402.6,1,17.77,144.5
3980,RS,97.7,2,3.98,117.01
3981,BA,550.5,2,12.49,95.37
3982,SP,120.6,1,41.26,119.91
3983,BA,392.1,3,16.13,86.55
3984,RJ,115.6,2,12.23,181.3
3985,BA,145.7,0,2.58,87.11
3986,MG,291.5,1,21.91,157.97
3987,RS,155.4,1,0.55,225.97
3988,BA,220.5,1,15.07,195.48
3989,RJ,445.7,0,1.4,157.74
3990,BA,214.4,1,10.72,67.42
3991,RJ,120.3,4,5.25,152.57
3992,RJ,428.3,0,5.56,143.45
3993,RJ,217.6,2,14.58,55.54
3994,RJ,67.8,2,11.99,198.77
3995,MG,288.0,2,35.66,152.07
3996,RS,264.4,2,31.28,310.05
3997,MG,139.4,1,6.69,314.3
3998,SP,263.2,1,36.31,247.92
3999,BA,244.1,2,61.36,69.76
4000,SP,227.4,3,42.72,196.64
4001,MG,210.0,1,11.84,33.4
4002,RJ,76.1,1,35.74,66.83
4003,RS,317.7,0,19.39,353.07
4004,MG,264.9,1,30.53,58.66
4005,MG,119.8,2,33.76,228.39
4006,RS,303.5,0,29.7,148.39
4007,MG,532.6,1,6.76,43.77
4008,BA,112.2,1,29.5,98.34
4009,MG,306.9,0,39.83,127.28
4010,MG,45.0,1,6.11,55.06
4011,MG,230.5,0,9.2,161.07
4012,MG,504.2,1,66.09,122.11
4013,MG,115.4,2,20.95,129.4
4014,BA,108.8,1,23.86,84.66
4015,MG,300.1,0,29.18,169.25
4016,BA,280.8,0,10.35,25.93
4017,BA,168.2,0,11.47,232.99
4018,RJ,337.7,0,9.93,144.67
4019,SP,146.7,4,22.15,30.24
4020,SP,335.0,3,5.8,90.14
4021,MG,527.7,1,3.04,190.25
4022,RJ,112.9,1,9.24,44.01
4023,RJ,454.4,2,25.77,82.66
4024,BA,494.6,3,27.78,221.94
4025,MG,191.8,2,20.89,294.98
4026,BA,460.7,1,30.89,217.9
4027,SP,198.2,2,15.11,159.81
4028,BA,349.5,3,2.52,332.83
4029,MG,633.1,1,46.6,117.03
4030,SP,314.4,3,11.92,162.12
4031,MG,324.4,2,15.47,84.68
4032,RS,139.5,1,26.35,42.02
4033,MG,96.3,2,22.19,162.21
4034,RJ,198.3,1,2.63,83.56
4035,SP,182.4,2,6.51,65.83
4036,RS,304.8,2,29.22,238.83
4037,RJ,48.2,4,23.34,79.92
4038,MG,344.9,2,11.15,62.77
4039,MG,134.9,3,27.34,34.55
4040,MG,140.2,0,11.39,211.84
4041,SP,587.8,1,8.98,90.93
4042,RS,136.5,2,51.08,308.39
4043,SP,114.7,2,15.27,211.26
4044,BA,586.9,4,16.82,319.16
4045,RJ,100.3,2,25.8,13.11
4046,BA,371.8,1,10.03,94.9
4047,SP,379.2,0,14.73,85.98
4048,SP,146.4,0,11.0,151.01
4049,RS,396.6,3,19.52,61.59
4050,BA,131.8,2,14.62,225.52
4051,RS,193.2,2,15.62,194.04
4052,RJ,412.6,1,7.28,61.82
4053,BA,395.5,1,13.01,102.5
4054,SP,257.5,2,12.87,119.79
4055,BA,240.0,3,3.33,58.68
4056,SP,66.0,2,3.08,250.6
4057,BA,233.8,3,14.47,69.24
4058,MG,284.8,2,12.1,127.03
4059,BA,162.5,2,18.04,67.62
4060,RJ,112.2,2,3.36,147.45
4061,SP,535.0,1,18.64,95.91
4062,BA,287.7,0,10.88,170.84
4063,MG,280.2,3,14.11,136.59
4064,SP,66.6,1,21.14,161.09
4065,MG,457.5,2,4.81,140.91
4066,SP,277.6,2,16.98,237.48
4067,RS,189.2,1,79.4,170.72
4068,RS,129.8,0,5.95,110.31
4069,MG,263.2,1,18.26,86.7
4070,RJ,211.0,1,41.38,302.64
4071,BA,337.6,1,8.34,113.69
4072,MG,335.5,0,66.51,211.74
4073,BA,428.4,1,5.28,171.57
4074,RJ,213.7,0,21.65,88.5
4075,RJ,520.8,2,10.65,145.08
4076,RJ,123.7,1,2.78,146.21
4077,RS,243.0,4,20.29,50.38
4078,MG,155.2,1,8.8,171.82
4079,BA,158.9,1,10.95,103.29
4080,BA,202.7,1,5.78,125.36
4081,BA,544.7,1,5.84,90.5
4082,SP,49.6,0,7.2,303.8
4083,RS,130.2,0,38.27,79.5
4084,RS,165.2,1,12.71,187.25
4085,RJ,245.4,1,21.26,206.4
4086,RS,58.4,4,0.73,158.82
4087,RS,392.9,0,35.61,140.2
4088,MG,342.4,1,14.46,47.26
4089,MG,180.8,0,7.84,154.46
4090,RJ,146.8,2,12.95,52.14
4091,RJ,120.0,1,23.09,83.02
4092,RJ,500.9,1,19.17,68.29
4093,SP,460.7,2,19.92,318.34
4094,SP,132.8,2,2.55,18.9
4095,RS,589.5,3,27.0,155.5
4096,RJ,373.0,1,10.07,51.97
4097,RJ,257.3,1,6.75,110.51
4098,RS,234.8,2,22.41,144.82
4099,MG,267.0,0,12.97,55.79
4100,SP,489.8,2,50.41,144.64
4101,RJ,68.1,1,2.31,32.99
4102,BA,398.1,1,15.31,27.07
4103,RJ,332.7,4,25.93,66.94
4104,BA,253.9,1,2.16,71.58
4105,MG,150.5,0,11.67,280.61
4106,SP,263.0,3,4.4,86.83
4107,SP,147.0,2,1.96,49.56
4108,SP,202.9,1,36.87,219.47
4109,RS,78.3,1,19.93,134.92
4110,BA,227.4,2,34.65,312.15
4111,SP,42.8,2,24.97,85.47
4112,BA,230.1,0,8.46,75.91
4113,SP,100.2,3,16.53,79.34
4114,RJ,197.6,0,24.07,58.82
4115,BA,219.8,2,12.53,143.75
4116,RS,331.6,3,17.61,164.32
4117,RJ,152.5,2,13.16,129.78
4118,RJ,106.5,2,8.42,40.03
4119,SP,186.3,1,16.18,103.16
4120,MG,360.8,0,11.34,118.3
4121,MG,369.8,2,30.49,240.4
4122,SP,434.7,1,3.85,178.32
4123,BA,411.7,1,16.83,176.12
4124,BA,365.1,0,20.3,69.53
4125,SP,100.1,0,44.21,106.5
4126,SP,657.9,1,10.49,220.27
4127,SP,311.3,3,16.78,100.48
4128,SP,178.7,1,15.4,35.69
4129,SP,110.2,4,15.0,165.55
4130,BA,232.5,2,9.51,66.6
4131,RJ,97.4,4,22.3,141.67
4132,MG,192.9,1,20.6,149.72
4133,BA,380.5,1,4.27,51.92
4134,BA,304.5,3,8.07,209.74
4135,MG,396.6,2,19.52,88.89
4136,BA,15.0,1,10.53,157.4
4137,SP,320.7,1,14.58,153.54
4138,BA,481.7,2,29.64,66.59
4139,RJ,256.2,0,29.01,105.5
4140,SP,290.0,1,7.73,160.28
4141,SP,173.3,2,25.76,132.71
4142,BA,272.9,3,16.73,152.51
4143,RS,356.7,2,48.95,229.76
4144,SP,137.3,0,24.8,51.8
4145,RJ,248.0,2,24.69,70.3
4146,RJ,258.7,2,9.56,64.73
4147,MG,174.7,1,10.79,40.29
4148,MG,149.8,2,8.81,74.96
4149,BA,661.2,2,28.35,129.38
4150,SP,245.6,1,1.26,35.22
4151,MG,114.3,1,14.03,74.09
4152,SP,266.4,4,5.33,279.87
4153,RS,304.7,1,28.36,123.61
4154,BA,355.6,2,29.48,92.7
4155,RS,454.0,2,1.73,202.19
4156,BA,235.2,1,9.2,29.7
4157,BA,467.1,5,6.92,55.38
4158,RJ,430.8,2,16.33,157.94
4159,RS,371.2,1,13.54,234.8
4160,RJ,216.5,0,21.13,108.35
4161,RJ,593.6,4,23.67,263.77
4162,RJ,181.0,2,31.39,155.46
4163,MG,205.5,2,11.22,71.12
4164,MG,214.0,1,23.84,65.5
4165,RJ,271.1,1,15.24,60.42
4166,MG,448.1,0,12.6,216.16
4167,RJ,299.3,0,20.84,128.26
4168,RS,188.4,0,46.94,51.15
4169,SP,417.0,1,22.59,41.22
4170,SP,164.1,0,28.8,58.09
4171,RJ,184.1,1,4.84,238.16
4172,RS,278.5,1,20.36,170.62
4173,RJ,321.2,0,25.31,208.98
4174,RS,202.5,1,5.38,93.44
4175,RJ,160.5,1,19.93,143.23
4176,RJ,139.4,2,74.43,222.08
4177,SP,206.6,3,27.14,209.76
4178,BA,224.7,2,13.94,79.51
4179,RS,184.4,3,41.24,108.24
4180,RS,221.2,1,2.89,77.43
4181,SP,193.9,1,35.33,86.85
4182,BA,290.6,0,32.11,47.73
4183,MG,736.4,2,5.31,63.0
4184,RJ,214.6,1,32.26,261.23
4185,BA,94.2,0,22.28,96.71
4186,BA,351.5,0,2.66,75.72
4187,RS,512.0,1,18.81,125.29
4188,RS,199.4,0,15.76,195.57
4189,RS,244.5,1,10.88,132.58
4190,SP,447.2,3,17.7,167.47
4191,BA,189.0,2,10.25,112.1
4192,MG,201.9,2,24.72,84.53
4193,SP,66.1,1,16.1,123.36
